wagnum,rem_month,rod_id,model,st_id_send,st_id_rem,distance
31153,1674777600,1,12-132,16003,11891,2696
25501,1674777600,1,12-132-03,4421,4519,357
29979,1674777600,1,12-132,4421,4519,401
25954,1674777600,1,12-132-03,4421,4025,901
21364,1674777600,1,12-783,4420,12597,745
29603,1674777600,1,12-132,4421,4519,363
24502,1674777600,1,12-132,4442,4131,1159
6629,1674777600,0,11-280,498,497,1500
4550,1674691200,0,11-2135-01,12202,12200,4232
24837,1674691200,1,12-132,8585,8693,186
15279,1674691200,1,12-132,12202,11915,2745
9083,1674691200,0,11-286,16008,11084,1774
6850,1674691200,0,11-280,11833,12650,3823
24565,1674691200,1,12-132,10016,10364,207
10684,1674691200,1,12-132,6152,6321,126
19012,1674691200,0,11-280-01,3829,3457,367
8250,1674691200,0,11-286,9473,12650,2555
18722,1674691200,0,11-280,2441,2441,227
10236,1674691200,1,12-132-03,446,392,890
3918,1674691200,0,11-1807-01,2271,2271,475
15420,1674691200,1,12-132,6152,6321,129
4440,1674691200,0,11-2135-01,5310,7039,1305
12589,1674691200,1,12-132-03,10486,10364,314
27548,1674691200,1,12-132,5310,6168,1157
4462,1674691200,0,11-2135-01,5229,5295,147
17979,1674691200,0,11-1807-01,12584,12594,136
24025,1674691200,1,12-1704-04,8769,12645,387
8380,1674691200,0,11-286,12202,12106,5417
4528,1674691200,0,11-2135-01,2624,7117,719
29802,1674691200,1,12-132,498,392,777
26511,1674691200,1,12-9085,2694,2661,115
11954,1674691200,1,12-132-03,10016,10364,257
27016,1674691200,1,12-132-03,11412,10364,1377
27595,1674691200,1,12-132,1112,2400,547
27486,1674691200,1,12-7023-02,8618,8371,264
25775,1674691200,1,12-132-03,8595,8371,203
11262,1674691200,1,12-132,6996,6876,274
947,1674691200,0,11-1807-01,3748,3735,43
32329,1674691200,1,12-132,414,594,158
29164,1674691200,1,12-132,11412,11412,1382
26094,1674691200,1,12-132-03,9019,12649,265
33549,1674691200,1,12-1303-01,12393,11305,6044
17638,1674691200,1,12-132,10375,10375,142
28723,1674691200,1,12-9788-01,6152,5870,221
849,1674691200,0,11-7038,3578,3457,420
26585,1674691200,1,12-132,6152,5870,310
14228,1674691200,1,12-132,6152,5870,242
27854,1674691200,1,12-132,9973,10049,230
27964,1674691200,1,12-132-03,6152,5870,224
28446,1674604800,1,12-132,4789,4789,26
26023,1674604800,1,12-132-03,4420,4025,921
28340,1674604800,1,12-132,10375,10364,167
24497,1674604800,1,12-132,12380,10364,5988
29923,1674604800,1,12-132,8921,8371,362
27739,1674604800,1,12-132,6152,5870,305
28728,1674604800,1,12-9788-01,10375,10364,80
29823,1674604800,1,12-132,12393,10364,6068
27874,1674604800,1,12-132,10016,10049,284
17391,1674604800,1,12-132,4421,4025,908
12746,1674604800,1,12-132-03,4421,3940,865
28204,1674604800,1,12-132,4420,4025,936
25125,1674604800,1,12-1303-01,4421,4025,885
31041,1674604800,1,12-132,4421,4025,866
29546,1674604800,1,12-132,6152,5870,253
30276,1674604800,1,12-132,6152,5870,310
26959,1674604800,1,12-132,494,493,212
26075,1674604800,1,12-132-03,4421,4025,905
7113,1674604800,0,11-1807,6265,5870,47
15190,1674604800,1,12-132,1862,12594,53
24932,1674604800,1,12-1303-01,6152,5870,239
24026,1674604800,1,12-1704-04,12380,9965,6076
26699,1674604800,1,12-132,6152,5870,246
21758,1674604800,1,12-132,6152,5870,221
25152,1674604800,1,12-132,6152,5870,268
33493,1674604800,1,12-1303-01,11412,9965,1363
29701,1674604800,1,12-132,6152,5870,302
24390,1674604800,1,12-132,8584,8371,172
14727,1674604800,1,12-132,6152,5870,263
27814,1674604800,1,12-9766,5230,5870,949
26574,1674604800,1,12-783,4421,4025,872
6340,1674604800,0,11-1807-01,4943,5870,610
24423,1674604800,1,12-1704-04,4789,4789,97
26688,1674604800,1,12-132,4421,4025,892
18301,1674604800,1,12-132,6152,5870,310
29389,1674604800,1,12-132,4421,4025,907
2103,1674604800,0,11-2135-01,4263,4101,1150
14310,1674604800,1,12-132,11412,11412,1398
23944,1674604800,1,12-132,6152,6279,96
19139,1674604800,0,11-280,5722,5722,89
27173,1674604800,1,12-132,6152,6279,53
25856,1674604800,1,12-132-03,6152,6279,86
4644,1674604800,0,11-9962,528,12591,1406
28875,1674604800,1,12-295,8618,8320,544
11711,1674604800,1,12-132,8618,8320,489
24450,1674604800,1,12-132,6152,6279,86
25786,1674604800,1,12-132-03,6152,6279,79
29116,1674604800,1,12-4102,385,385,1950
26376,1674604800,1,12-132,6152,6279,104
15170,1674604800,1,12-132,8618,8320,501
26794,1674604800,1,12-600-05,12387,11305,6094
14683,1674604800,1,12-132,498,594,205
12486,1674604800,1,12-132-03,6152,6279,73
26835,1674604800,1,12-132,12324,12324,5923
29706,1674604800,1,12-132,6152,6279,103
21126,1674604800,1,12-132,10016,10049,240
28253,1674604800,1,12-132-03,11648,11497,699
27013,1674604800,1,12-132-03,5275,6279,1147
1947,1674604800,0,11-2135-01,4147,4147,975
2041,1674604800,0,11-2135-01,4147,4147,891
20962,1674604800,1,12-9788-01,6152,6279,100
4832,1674604800,0,11-9962,12202,12200,4241
27060,1674604800,1,12-132-03,6152,6279,107
24047,1674604800,1,12-296-01,6152,6279,60
23271,1674604800,1,12-132,6152,6279,26
27987,1674604800,1,12-132-03,6152,6279,38
10987,1674604800,1,12-132,6152,6279,102
26093,1674604800,1,12-132-03,6152,6279,30
23928,1674604800,1,12-132,6152,6279,112
29863,1674604800,1,12-132,6152,6279,96
27114,1674604800,1,12-132-03,6152,6279,37
27101,1674604800,1,12-132-03,6152,6279,79
15505,1674604800,1,12-132,6152,6279,71
22583,1674604800,1,12-9766,6152,6279,85
14542,1674604800,1,12-132,6152,6279,90
22530,1674604800,1,12-1303-01,11412,10364,1427
2235,1674604800,0,11-2135-01,5283,7117,1406
5270,1674604800,0,11-1807-01,11412,11412,1147
26343,1674604800,1,12-132,6152,6279,64
25683,1674604800,1,12-132-03,6152,6279,104
6796,1674604800,0,11-280,6265,7117,462
29057,1674604800,1,12-295,6152,6279,118
33585,1674604800,1,12-1303-01,6152,6279,26
4406,1674604800,0,11-9962,6238,7117,422
304,1674604800,0,11-280,5310,7117,1354
25948,1674604800,1,12-132-03,6152,6279,47
29044,1674604800,1,12-4102,6152,6279,47
23206,1674604800,1,12-132,6152,6279,65
26903,1674604800,1,12-132,6152,6279,30
6551,1674604800,0,11-280,5036,7117,1078
26944,1674604800,1,12-600-05,6152,6152,96
27321,1674604800,0,11-1807-01,12648,12648,294
6740,1674604800,0,11-280,12648,12648,306
30464,1674604800,1,12-7023-02,11528,11481,201
15867,1674604800,0,11-280,11661,11497,800
29965,1674604800,1,12-132,498,392,796
10242,1674604800,1,12-132-03,6152,6279,112
16151,1674604800,0,11-280,12648,12648,285
29356,1674604800,1,12-132,6152,6279,106
9733,1674604800,0,11-286,498,497,1423
24015,1674604800,1,12-132,10360,10360,99
10404,1674518400,1,12-132-03,4247,4247,1589
26291,1674518400,1,12-132,9726,10049,984
25137,1674518400,1,12-132,12202,10364,1238
21749,1674518400,1,12-132,15985,12212,2846
12163,1674518400,1,12-132-03,1877,1862,352
26486,1674518400,1,12-296-01,2694,2661,47
2174,1674518400,0,11-2135-01,1127,2400,754
7962,1674518400,0,11-286,9011,12865,1728
21154,1674518400,1,12-1302,5199,6876,1076
26738,1674518400,1,12-132,12393,10273,6058
19806,1674518400,0,11-286,6629,6629,467
28592,1674518400,1,12-132,385,385,1925
880,1674518400,0,11-7038,4114,4025,537
5122,1674518400,0,11-9962,5230,5870,953
25204,1674518400,1,12-132,11912,10364,4506
28000,1674518400,1,12-132-03,9448,12649,889
24057,1674518400,1,12-296-01,4421,4025,920
6316,1674518400,0,11-1807-01,498,2400,1483
27189,1674518400,1,12-132,12026,10364,4447
24643,1674518400,0,11-7038,5840,7117,997
28234,1674518400,1,12-132-03,10326,10364,180
25681,1674518400,1,12-132-03,392,392,817
21855,1674518400,1,12-132,4421,8371,1644
15719,1674518400,1,12-132,8584,8693,144
2160,1674518400,0,11-2135-01,5230,5870,1008
8995,1674518400,0,11-286,5234,7117,1496
14355,1674518400,1,12-132,4421,4025,896
24186,1674518400,1,12-132,12380,10364,6073
20929,1674518400,1,12-9788-01,4421,4025,901
26816,1674518400,1,12-132,12393,10364,6086
21640,1674518400,1,12-132,4421,4025,937
24789,1674518400,1,12-132,8584,8693,143
23801,1674518400,1,12-132,4421,4025,902
24703,1674518400,1,12-9780,4025,4025,890
5214,1674518400,0,11-9962,10829,10737,366
9061,1674518400,0,11-286,10847,10150,859
14271,1674518400,1,12-132,8595,8693,166
862,1674518400,0,11-7038,528,12591,1421
23921,1674432000,1,12-132,12393,10364,6074
26826,1674432000,1,12-132,498,392,797
16566,1674432000,0,11-7038,9546,12650,2387
21251,1674432000,1,12-1303-01,12380,10364,6067
21924,1674432000,1,12-132,12162,10364,4955
25053,1674432000,1,12-132,4421,4025,892
25050,1674432000,1,12-132,12380,10364,6083
21173,1674432000,1,12-132,498,594,204
16163,1674432000,0,11-1807-01,12648,12649,354
33464,1674432000,1,12-1303-01,8921,8693,151
11554,1674432000,1,12-9790,9043,9196,256
15354,1674432000,1,12-132,12393,10364,6066
24069,1674432000,1,12-296-01,12202,10364,5409
27481,1674432000,1,12-7023-02,3272,12594,296
24602,1674432000,0,11-1807-01,5531,1752,2138
12103,1674432000,1,12-132-03,8921,8693,192
11620,1674432000,1,12-9790,6152,6168,190
21239,1674432000,1,12-1303-01,6152,6168,136
247,1674432000,0,11-280,6152,6168,105
21700,1674432000,1,12-132,6152,6168,145
26400,1674432000,1,12-296-01,4789,4789,69
8651,1674432000,0,11-286,385,211,1545
22837,1674432000,1,12-132,498,392,801
25549,1674432000,1,12-132-03,498,392,835
32932,1674432000,1,12-132,11648,11481,758
1071,1674432000,0,11-1807-01,9448,12650,2473
9781,1674432000,0,11-286,10175,12650,608
4382,1674432000,0,11-9962,13223,3457,473
2250,1674432000,0,11-2135-01,2137,3457,726
980,1674432000,0,11-1807-01,3589,3457,504
4672,1674432000,0,11-2135-01,5230,5870,946
4944,1674432000,0,11-2135-01,3562,3457,447
7168,1674432000,0,11-280,3327,3327,840
15128,1674432000,1,12-132,4421,3940,961
23934,1674432000,1,12-132,4421,4025,925
23903,1674432000,1,12-132,4421,4025,951
26450,1674432000,1,12-132,8769,8693,379
29880,1674432000,1,12-132,3661,8371,795
4352,1674432000,0,11-2135-01,12202,12200,4232
23777,1674432000,1,12-132,4421,4025,938
21220,1674432000,1,12-1303-01,4420,3940,878
17960,1674432000,0,11-1807-01,12322,12650,6472
26352,1674432000,1,12-132,2694,2661,79
12957,1674432000,1,12-132-03,13223,4025,683
26752,1674432000,1,12-132,12393,10364,6047
21034,1674432000,1,12-9788-01,12873,12871,351
26255,1674432000,1,12-600-05,12202,11305,5365
25532,1674432000,1,12-132-03,10846,10846,510
4434,1674432000,0,11-2135-01,1882,2661,282
28895,1674432000,1,12-295,8921,8320,576
18707,1674432000,0,11-280,5352,5870,977
28208,1674432000,1,12-132,4420,3940,861
25838,1674432000,1,12-132-03,8921,8693,190
26660,1674345600,1,12-132,4421,12597,748
27239,1674345600,1,12-7023-02,4421,12597,788
25305,1674345600,1,12-132-03,4421,12597,728
8833,1674345600,0,11-286,6669,7117,955
14072,1674345600,1,12-132,12393,9965,6038
27690,1674345600,1,12-1704-04,12086,10273,4992
28262,1674345600,1,12-132-03,4261,12595,1255
25099,1674345600,1,12-1303-01,12380,9965,6068
27267,1674345600,0,11-1807-01,8584,8693,179
5263,1674345600,0,11-1807-01,5352,7117,1452
855,1674345600,0,11-7038,5352,7117,1473
23906,1674345600,1,12-132,4421,12597,724
27359,1674345600,1,12-132,16003,12651,5368
12424,1674345600,1,12-132-03,4420,12597,704
21079,1674345600,1,12-9788-01,16003,12651,5304
20243,1674345600,1,12-783,6152,5960,368
25610,1674345600,1,12-132-03,4421,4025,956
19277,1674345600,0,11-286,6238,5870,175
4393,1674345600,0,11-9962,5230,5167,513
26025,1674345600,1,12-132-03,12393,11464,4476
28991,1674345600,1,12-132,6152,6168,146
31996,1674345600,1,12-132,8502,8371,362
19078,1674345600,0,11-280,13003,2400,441
33488,1674345600,1,12-1303-01,6152,6168,107
25498,1674345600,1,12-132-03,9740,10049,951
16919,1674345600,1,12-7023-02,430,392,843
4320,1674345600,0,11-2135-01,5052,7117,1123
27770,1674345600,1,12-132,6152,5960,422
14915,1674345600,1,12-132,10016,10364,254
25714,1674345600,1,12-132-03,4141,3940,1462
28968,1674345600,1,12-295,10016,10364,260
20870,1674345600,1,12-9788-01,6152,6168,145
9462,1674345600,0,11-286,9751,10150,656
21994,1674345600,1,12-9837,4398,4519,303
21710,1674345600,1,12-132,9737,10049,1025
25430,1674345600,1,12-132-03,6152,6168,109
26597,1674345600,1,12-132,10374,10364,118
15022,1674345600,1,12-132,6152,6168,193
28033,1674345600,1,12-132-03,12393,11464,4461
24904,1674345600,1,12-1303-01,10016,10364,193
24714,1674345600,1,12-132,10016,10364,192
26834,1674345600,1,12-132,9008,10150,3016
26733,1674345600,1,12-132,4421,12603,440
12850,1674345600,1,12-132-03,10016,10364,200
24254,1674345600,1,12-132,4421,12597,743
33826,1674345600,1,12-1303-01,12387,11305,6090
9985,1674345600,1,12-132,12873,594,288
14655,1674345600,1,12-132,12393,12212,2948
29105,1674345600,1,12-4102,8371,8320,314
21308,1674345600,1,12-783,4420,4025,948
27919,1674345600,1,12-132-03,8585,8320,464
10500,1674345600,1,12-132-03,12873,12871,278
28141,1674345600,1,12-132-03,10016,10364,199
9188,1674345600,0,11-286,4694,6168,464
29930,1674345600,1,12-132,5477,7258,4784
5276,1674345600,0,11-1807-01,12598,4025,428
23968,1674345600,1,12-132,10016,10364,253
26162,1674345600,1,12-132,10016,10364,252
22126,1674345600,1,12-132,6152,6168,141
12970,1674259200,1,12-132-03,4247,4247,1755
27532,1674259200,1,12-132,4421,392,1197
22566,1674259200,1,12-1303-01,498,392,817
25121,1674259200,1,12-1303-01,10016,10150,369
26861,1674259200,1,12-132,392,392,868
27947,1674259200,1,12-132-03,498,392,816
26814,1674259200,1,12-132,786,392,848
25804,1674259200,1,12-132-03,10375,10364,132
23912,1674259200,1,12-132,10016,10150,360
2120,1674259200,0,11-2135-01,5310,5870,877
23776,1674259200,1,12-132,1472,1463,1139
4455,1674259200,0,11-2135-01,1953,3457,786
4708,1674259200,0,11-2135-01,2262,3457,658
27833,1674259200,1,12-1302,10364,10364,86
9794,1674259200,0,11-286,12605,5870,211
12797,1674259200,1,12-132-03,10829,10737,407
4894,1674259200,0,11-2135-01,12042,11464,2926
6508,1674259200,0,11-280,2174,12594,135
26774,1674259200,1,12-600-02,10374,10049,539
14587,1674259200,1,12-132,12873,594,321
25928,1674259200,1,12-132-03,477,594,181
21795,1674259200,1,12-132,4421,12595,798
21910,1674259200,1,12-132,10375,10364,112
28894,1674259200,1,12-295,12387,11364,6007
26799,1674259200,1,12-132,392,392,827
13681,1674259200,1,12-132,8595,8693,248
926,1674259200,0,11-1807-01,12377,10951,5749
26572,1674259200,1,12-783,10375,10364,74
26996,1674259200,1,12-132,477,477,146
29266,1674259200,0,11-1807-01,3946,3940,51
32588,1674259200,1,12-132,4421,3940,901
26412,1674259200,1,12-296-01,10375,10364,81
23732,1674259200,1,12-132,4421,12603,426
